seed,lat_mean,lat_p99,thp_total,jain,sla_viol,cre
1001,12.116357986606328,140.8359923472246,141.2062664710208,0.12446515725375965,100.0,0.0
1002,10.61797517383418,146.2149305791102,130.17312359053437,0.1423038449035728,100.0,0.0
1003,14.389696163927228,144.09429879437664,148.9147470195708,0.14727304830541924,100.0,0.0
1004,12.677479034628618,140.22313534383034,166.79885412718454,0.11941311607489613,100.0,0.0
1005,12.21060906683285,145.64775498067775,138.89294706863825,0.1337337093919809,100.0,0.0
1006,13.410560788965388,147.96593123496447,131.9439346127416,0.16789217914545618,100.0,0.0
1007,13.30620475829738,163.0874185864377,173.03902054385475,0.12637720402174007,100.0,0.0
1008,10.000069842050168,155.80021746692523,153.81233939342383,0.16306087359828206,100.0,0.0
1009,14.352495771013462,133.5549440911801,130.02349223998172,0.20350963452827006,100.0,0.0
1010,12.066701035413251,126.4665232092856,185.67342443503142,0.13779485903023955,100.0,0.0
1011,13.018495920479218,139.66604512594978,203.72825365239163,0.13897266918997453,100.0,0.0
1012,16.34994244627044,151.65229390816617,97.76157920301563,0.15101753767763593,100.0,0.0
1013,12.36821253880936,154.46233871716328,132.7694013915129,0.1326134140257899,100.0,0.0
1014,13.261683840553104,135.79729342341136,161.86940263197687,0.1560802519953896,100.0,0.0
1015,14.728724291252917,147.45904804844864,160.2885056899596,0.15513677520249994,100.0,0.0
1016,14.912081506966228,154.08314218082256,178.77891052661408,0.13206995470263858,100.0,0.0
1017,16.24404533512635,142.95558736922226,180.48302248181423,0.13804101971384583,100.0,0.0
1018,8.629515619646556,141.42379298668297,127.70085710035973,0.15007496736828813,100.0,0.0
1019,13.444398506636132,146.95652204932145,138.86093016732303,0.12721810335415995,100.0,0.0
1020,12.137096234288384,136.2226893295525,187.62121532894074,0.20332213795204582,100.0,0.0
1021,13.566799671965747,137.71379917455423,166.70433080710097,0.13118946955451966,100.0,0.0
1022,12.25796558011495,153.12696394910245,124.00568934241608,0.1270562429973549,100.0,0.0
1023,14.359222266851361,156.0802800829059,149.95211214745294,0.14990367298014953,100.0,0.0
1024,11.773070903258706,146.26298110425756,170.20380877472485,0.1798589983392583,100.0,0.0
1025,9.763681761254354,139.26927021408594,137.4967554693784,0.152097137272322,100.0,0.0
1026,12.038328448832438,127.01317967116428,174.92544755816198,0.12440999101512076,100.0,0.0
1027,13.18863984904743,141.4578375920564,200.33607390835863,0.14945984538428841,100.0,0.0
1028,9.434939087267656,130.10771752506398,146.28844506455155,0.11677404806563103,100.0,0.0
1029,9.736414378528108,153.34562386968946,148.60227120192943,0.08854735262330932,100.0,0.0
1030,13.624613073638406,142.89625860962659,168.76681974612956,0.1609104479314663,100.0,0.0
